source,target,source label,label,predicate_type,predicate uri
15689,21483,bakery product (ready-to-eat),whole- shape achieved by forming,has quality,
15689,21456,bakery product (ready-to-eat),fully heat-treated,has quality,
15689,12823,bakery product (ready-to-eat),food baking process,formed as a result of,
15689,21510,bakery product (ready-to-eat),grain added,has substance added,
15689,21533,bakery product (ready-to-eat),sucrose added,has substance added,
15689,21481,bakery product (ready-to-eat),flavoring- spice or herb added,has substance added,
15690,21613,pea soup,liquid- high viscosity- with small particles,has quality,
15690,21456,pea soup,fully heat-treated,has quality,
15690,21457,pea soup,seed- skin present- germ present,derives from,
15690,21481,pea soup,flavoring- spice or herb added,has substance added,
15692,21458,minarine,solid,has quality,
15692,21459,minarine,partially heat-treated,has quality,
15692,484,minarine,fat or oil,derives from,
15692,21561,minarine,partial fat removal process,formed as a result of,
15692,21461,minarine,pasteurization by heating,formed as a result of,
15693,18366,strawberry jam (canned),can- bottle or jar,surrounded by,
15693,21491,strawberry jam (canned),semisolid with solid pieces,has quality,
15693,21456,strawberry jam (canned),fully heat-treated,has quality,
15693,21473,strawberry jam (canned),fruit- peel present- core- pit or seed present,derives from,
15693,21484,strawberry jam (canned),sterilization by heating,formed as a result of,
15693,21487,strawberry jam (canned),sugar or sugar syrup added,has substance added,
15696,21586,ice cream (flavored with alcoholic beverage),liquid- high viscosity,has quality,
15696,21459,ice cream (flavored with alcoholic beverage),partially heat-treated,has quality,
15696,21474,ice cream (flavored with alcoholic beverage),milk or milk component,derives from,
15696,21492,ice cream (flavored with alcoholic beverage),alcoholated,formed as a result of,
15696,21475,ice cream (flavored with alcoholic beverage),food aeration process,formed as a result of,
15696,21476,ice cream (flavored with alcoholic beverage),preservation by freezing,formed as a result of,
15696,21487,ice cream (flavored with alcoholic beverage),sugar or sugar syrup added,has substance added,
15697,21479,fruit preparation (energy reduced),fruit part,derives from,
15697,21488,fruit preparation (energy reduced),reduced energy food,has consumer,
15698,2954,wiesbadner tartlet,whole- shape achieved by forming- thickness 1.5-7 cm.,has quality,
15698,21501,wiesbadner tartlet,food filling process,formed as a result of,
15698,21510,wiesbadner tartlet,grain added,has substance added,
15698,21533,wiesbadner tartlet,sucrose added,has substance added,
15699,21464,cod roe fully preserved,whole- natural shape,has quality,
15699,21462,cod roe fully preserved,not heat-treated,has quality,
15699,20638,cod roe fully preserved,ovary- roe,derives from,
15702,2978,milk pudding,semisolid with smooth consistency,has quality,
15702,8124,milk pudding,heat-treated,has quality,
15702,21504,milk pudding,milk (mammary secretion),derives from,
15710,21458,winter flounder (raw),solid,has quality,
15710,21462,winter flounder (raw),not heat-treated,has quality,
15710,18205,winter flounder (raw),skeletal meat part,derives from,
15713,21458,konbu (dried),solid,has quality,
15713,18436,konbu (dried),whole plant or most parts used,derives from,
15713,21467,konbu (dried),water removal process,formed as a result of,
15713,21468,konbu (dried),preservation by dehydration or drying,formed as a result of,
15715,21464,red snapper fillet (raw),whole- natural shape,has quality,
15715,21462,red snapper fillet (raw),not heat-treated,has quality,
15715,18315,red snapper fillet (raw),skeletal meat part- without bone or shell,derives from,
15716,21483,food bar (caffeine added),whole- shape achieved by forming,has quality,
15716,21456,food bar (caffeine added),fully heat-treated,has quality,
15716,21546,food bar (caffeine added),ingredient added (TO BE REVISED),has substance added,
15716,6846,food bar (caffeine added),human as food consumer,has consumer,
15723,18178,cookie- peanut butter,whole- shape achieved by forming- thickness 0.3-1.5 cm.,has quality,
15723,21456,cookie- peanut butter,fully heat-treated,has quality,
15723,18497,cookie- peanut butter,part of plant,derives from,
15723,12823,cookie- peanut butter,food baking process,formed as a result of,
15723,21544,cookie- peanut butter,http://purl.obolibrary.org/obo/FOODON_03460124,has substance added,
15723,21510,cookie- peanut butter,grain added,has substance added,
15724,21464,lima bean (whole- dried),whole- natural shape,has quality,
15724,21462,lima bean (whole- dried),not heat-treated,has quality,
15724,21457,lima bean (whole- dried),seed- skin present- germ present,derives from,
15724,21467,lima bean (whole- dried),water removal process,formed as a result of,
15724,21468,lima bean (whole- dried),preservation by dehydration or drying,formed as a result of,
15725,21483,chocolate candy (herb-filled),whole- shape achieved by forming,has quality,
15725,21456,chocolate candy (herb-filled),fully heat-treated,has quality,
15725,21493,chocolate candy (herb-filled),sucrose,derives from,
15725,7886,chocolate candy (herb-filled),microbial/enzymatic modification process,formed as a result of,
15725,21501,chocolate candy (herb-filled),food filling process,formed as a result of,
15725,10001,chocolate candy (herb-filled),curing or aging process,formed as a result of,
15725,21481,chocolate candy (herb-filled),flavoring- spice or herb added,has substance added,
15725,21498,chocolate candy (herb-filled),chocolate or cocoa added,has substance added,
15725,21581,chocolate candy (herb-filled),vegetable fat or oil added,has substance added,
15727,21486,shoyu chicken sauce,liquid- high viscosity- with no visible particles,has quality,
15727,21456,shoyu chicken sauce,fully heat-treated,has quality,
15727,21457,shoyu chicken sauce,seed- skin present- germ present,derives from,
15727,15328,shoyu chicken sauce,lactic acid fermentation process,formed as a result of,
15727,21499,shoyu chicken sauce,salted,formed as a result of,
15727,13230,shoyu chicken sauce,alcohol fermentation process,formed as a result of,
15727,19984,shoyu chicken sauce,curing or aging 6 to 12 months,formed as a result of,
15727,21461,shoyu chicken sauce,pasteurization by heating,formed as a result of,
15727,21510,shoyu chicken sauce,grain added,has substance added,
15728,18205,tsukudani,skeletal meat part,derives from,
15728,21526,tsukudani,pickling process,formed as a result of,
15728,21617,tsukudani,http://purl.obolibrary.org/obo/FOODON_03460338,has substance added,
15729,21458,fish (gutted- fresh),solid,has quality,
15729,21462,fish (gutted- fresh),not heat-treated,has quality,
15729,18205,fish (gutted- fresh),skeletal meat part,derives from,
15734,21464,roasted almond oil,whole- natural shape,has quality,
15734,21456,roasted almond oil,fully heat-treated,has quality,
15734,21457,roasted almond oil,seed- skin present- germ present,derives from,
15734,19634,roasted almond oil,cooking with added fat or oil,formed as a result of,
15734,21467,roasted almond oil,water removal process,formed as a result of,
15734,21532,roasted almond oil,fat or oil coated,formed as a result of,
15734,21468,roasted almond oil,preservation by dehydration or drying,formed as a result of,
15739,21586,ice cream (lowfat),liquid- high viscosity,has quality,
15739,21459,ice cream (lowfat),partially heat-treated,has quality,
15739,21474,ice cream (lowfat),milk or milk component,derives from,
15739,21561,ice cream (lowfat),partial fat removal process,formed as a result of,
15739,21476,ice cream (lowfat),preservation by freezing,formed as a result of,
15739,1106,ice cream (lowfat),low fat food,has consumer,
15741,21502,almond butter,semisolid,has quality,
15741,21465,almond butter,seed- skin removed- germ present,derives from,
15743,2978,dough (ready-to-bake- commercially prepared),semisolid with smooth consistency,has quality,
15743,21459,dough (ready-to-bake- commercially prepared),partially heat-treated,has quality,
15743,21516,dough (ready-to-bake- commercially prepared),seed (anatomical part),derives from,
15743,5366,dough (ready-to-bake- commercially prepared),carbohydrate fermentation process,formed as a result of,
15744,21464,corn (packed in brine),whole- natural shape,has quality,
15744,21457,corn (packed in brine),seed- skin present- germ present,derives from,
15744,21569,corn (packed in brine),packed in salt brine,immersed in,
15747,2978,shortening (colored added),semisolid with smooth consistency,has quality,
15747,484,shortening (colored added),fat or oil,derives from,
15747,21513,shortening (colored added),color added,has substance added,
15748,18178,poppadum,whole- shape achieved by forming- thickness 0.3-1.5 cm.,has quality,
15748,21456,poppadum,fully heat-treated,has quality,
15748,21530,poppadum,seed- skin removed- germ removed (endosperm),derives from,
15748,19634,poppadum,cooking with added fat or oil,formed as a result of,
15748,21481,poppadum,flavoring- spice or herb added,has substance added,
15748,21581,poppadum,vegetable fat or oil added,has substance added,
15751,5438,vegetable drink base,beverage base,has quality,
15751,18497,vegetable drink base,part of plant,derives from,
15753,21464,scallop (sea- frozen),whole- natural shape,has quality,
15753,21506,scallop (sea- frozen),meat part of animal,derives from,
15753,21476,scallop (sea- frozen),preservation by freezing,formed as a result of,
15755,21464,apple (whole- raw),whole- natural shape,has quality,
15755,21462,apple (whole- raw),not heat-treated,has quality,
15755,21473,apple (whole- raw),fruit- peel present- core- pit or seed present,derives from,
15758,21464,red kidney bean (whole- dried),whole- natural shape,has quality,
15758,21462,red kidney bean (whole- dried),not heat-treated,has quality,
15758,21457,red kidney bean (whole- dried),seed- skin present- germ present,derives from,
15758,21467,red kidney bean (whole- dried),water removal process,formed as a result of,
15758,21468,red kidney bean (whole- dried),preservation by dehydration or drying,formed as a result of,
15759,2978,fruit jelly made with sulfite fruit,semisolid with smooth consistency,has quality,
15759,21456,fruit jelly made with sulfite fruit,fully heat-treated,has quality,
15759,7427,fruit jelly made with sulfite fruit,sugar,derives from,
15759,21746,fruit jelly made with sulfite fruit,food additive added- usa,formed as a result of,
15759,21477,fruit jelly made with sulfite fruit,http://purl.obolibrary.org/obo/FOODON_03460147,has substance added,
